2012-06-20 13:08:14,652 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 13:38:56,682 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving all quest data
2012-06-20 13:38:56,683 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 4 in cityId 4
2012-06-20 13:38:56,683 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 1 in cityId 0
2012-06-20 13:38:56,683 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving quest graph
2012-06-20 13:38:56,683 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserEquipRetrieveUtils - retrieving user equips for userId 2596
2012-06-20 13:38:56,717 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,718 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [BAD_ARCHER, BAD_MAGE, BAD_WARRIOR] , 8 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 13:38:56,787 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieved 8 users in level range 16-19 when 8 around 18 were requested
2012-06-20 13:38:56,787 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 19
2012-06-20 13:38:56,787 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 18
2012-06-20 13:38:56,787 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | MarketplaceTransactionRetrieveUtils - retrieving up to 10 most recent marketplace transactions posts for 2596
2012-06-20 13:38:56,821 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | BattleDetailsRetrieveUtils - retrieving most recent battle details posts for 2596
2012-06-20 13:38:56,860 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | PlayerWallPostRetrieveUtils - retrieving 15 player wall posts for wallOwner 2596
2012-06-20 13:38:56,889 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving users with userIds [2602, 2609, 2602, 2618, 1, 2602, 2602, 2602, 2602, 1, 2625, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2590]
2012-06-20 13:38:56,961 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,961 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,961 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,961 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,962 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,962 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,962 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,962 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,962 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,962 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:56,963 | DEBUG | 2596 | /10.1.10.20 | RefillStatWaitCompleteController4 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:38:56,963 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | StartupController - Writing event: com.lvl6.events.response.StartupResponseEvent@477588d5
2012-06-20 13:38:57,007 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EventController - Finished processing event: com.lvl6.events.request.StartupRequestEvent@56092666, took ~0.0 seconds
2012-06-20 13:38:57,031 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.RefillStatWaitCompleteResponseEvent@969cccc
2012-06-20 13:38:57,032 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_REFILL_STAT_WAIT_COMPLETE_EVENT to player with id 2596, event=com.lvl6.events.response.RefillStatWaitCompleteResponseEvent@969cccc
2012-06-20 13:38:57,032 | INFO  |  |  | EventWriter0 | EventWriter - playerId 2596 is no longer in server
2012-06-20 13:38:57,091 | DEBUG | 2596 | /10.1.10.20 | RefillStatWaitCompleteController0 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:38:57,091 | INFO  | 2596 | /10.1.10.20 | RefillStatWaitCompleteController4 | EventController - Finished processing event: com.lvl6.events.request.RefillStatWaitCompleteRequestEvent@79c0a077, took ~42.0 seconds
2012-06-20 13:38:57,091 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.UpdateClientUserResponseEvent@694b525c
2012-06-20 13:38:57,091 | WARN  | 2596 | /10.1.10.20 | RefillStatWaitCompleteController4 | EventController - event: com.lvl6.events.request.RefillStatWaitCompleteRequestEvent@79c0a077 took over 1 seconds
2012-06-20 13:38:57,091 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_UPDATE_CLIENT_USER_EVENT to player with id 2596, event=com.lvl6.events.response.UpdateClientUserResponseEvent@694b525c
2012-06-20 13:38:57,092 | INFO  |  |  | EventWriter0 | EventWriter - playerId 2596 is no longer in server
2012-06-20 13:38:57,165 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.RefillStatWaitCompleteResponseEvent@7090f19c
2012-06-20 13:38:57,165 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.UpdateClientUserResponseEvent@3be67280
2012-06-20 13:38:57,165 | INFO  | 2596 | /10.1.10.20 | RefillStatWaitCompleteController0 | EventController - Finished processing event: com.lvl6.events.request.RefillStatWaitCompleteRequestEvent@69912a56, took ~26.0 seconds
2012-06-20 13:38:57,165 | WARN  | 2596 | /10.1.10.20 | RefillStatWaitCompleteController0 | EventController - event: com.lvl6.events.request.RefillStatWaitCompleteRequestEvent@69912a56 took over 1 seconds
2012-06-20 13:38:57,165 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_REFILL_STAT_WAIT_COMPLETE_EVENT to player with id 2596, event=com.lvl6.events.response.RefillStatWaitCompleteResponseEvent@7090f19c
2012-06-20 13:38:57,166 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_UPDATE_CLIENT_USER_EVENT to player with id 2596, event=com.lvl6.events.response.UpdateClientUserResponseEvent@3be67280
2012-06-20 13:38:57,166 | INFO  |  |  | EventWriter1 | EventWriter - playerId 2596 is no longer in server
2012-06-20 13:38:57,166 | INFO  |  |  | EventWriter0 | EventWriter - playerId 2596 is no longer in server
2012-06-20 13:38:57,387 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_LOAD_PLAYER_CITY_EVENT and size: 19
2012-06-20 13:38:57,387 | DEBUG |  |  | Thread-10 | SelectAndRead - delegate event, new player created and channel set, player:2596, channel: java.nio.channels.SocketChannel[connected local=/10.1.10.10:8888 remote=/10.1.10.20:50332]
2012-06-20 13:38:57,388 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController8 | EventController - Received event: com.lvl6.events.request.LoadPlayerCityRequestEvent@58c3d9ac
2012-06-20 13:38:57,388 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController8 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:38:57,402 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 24
2012-06-20 13:38:57,402 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@1d450337
2012-06-20 13:38:57,402 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | TaskRetrieveUtils - retrieving all tasks data map
2012-06-20 13:38:57,402 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 36
2012-06-20 13:38:57,402 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 37
2012-06-20 13:38:57,402 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 35
2012-06-20 13:38:57,403 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | BuildStructJobRetrieveUtils - retrieving all build struct job data
2012-06-20 13:38:57,403 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@1d450337, took ~0.0 seconds
2012-06-20 13:38:57,403 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@1dd61ee4
2012-06-20 13:38:57,403 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@1dd61ee4
2012-06-20 13:38:57,416 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController8 | UserStructRetrieveUtils - retrieving user structs for userId 2596
2012-06-20 13:38:57,447 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController8 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [GOOD_ARCHER, GOOD_MAGE, GOOD_WARRIOR] , 4 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 13:38:57,486 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController8 | UserRetrieveUtils - retrieved 4 users in level range 16-19 when 4 around 18 were requested
2012-06-20 13:38:57,486 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController8 | EventController - Finished processing event: com.lvl6.events.request.LoadPlayerCityRequestEvent@58c3d9ac, took ~0.0 seconds
2012-06-20 13:38:57,486 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.LoadPlayerCityResponseEvent@4b069693
2012-06-20 13:38:57,487 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_LOAD_PLAYER_CITY_EVENT to player with id 2596, event=com.lvl6.events.response.LoadPlayerCityResponseEvent@4b069693
2012-06-20 13:38:57,588 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_EARN_FREE_DIAMONDS and size: 57
2012-06-20 13:38:57,588 | INFO  | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EventController - Received event: com.lvl6.events.request.EarnFreeDiamondsRequestEvent@1d87b360
2012-06-20 13:38:57,588 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:38:57,634 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Get connection for route {s}->https://api.kiip.me
2012-06-20 13:38:57,635 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnectionOperator - Connecting to api.kiip.me:443
2012-06-20 13:38:57,983 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 36
2012-06-20 13:38:57,984 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@30a4effe
2012-06-20 13:38:57,984 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:38:57,984 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:57,984 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController0 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@30a4effe, took ~0.0 seconds
2012-06-20 13:38:57,985 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@1c8825a5
2012-06-20 13:38:57,985 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@1c8825a5
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAddCookies - CookieSpec selected: best-match
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAuthCache - Auth cache not set in the context
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestProxyAuthentication - Proxy auth state: UNCHALLENGED
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Attempt 1 to execute request
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Sending request: POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "POST /1.0/transaction/verify HTTP/1.1[\r][\n]"
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="3568822710445919546", oauth_signature="onQjHvTbolBGB9sEkOvG56nMOnM%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340224737", oauth_version="1.0"[\r][\n]"
2012-06-20 13:38:58,086 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Length: 557[\r][\n]"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type: multipart/form-data; boundary=CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4[\r][\n]"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Host: api.kiip.me[\r][\n]"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Connection: Keep-Alive[\r][\n]"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "User-Agent: Apache-HttpClient/4.2 (java 1.5)[\r][\n]"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="3568822710445919546", oauth_signature="onQjHvTbolBGB9sEkOvG56nMOnM%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340224737", oauth_version="1.0"
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Length: 557
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Type: multipart/form-data; boundary=CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Host: api.kiip.me
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Connection: Keep-Alive
2012-06-20 13:38:58,087 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> User-Agent: Apache-HttpClient/4.2 (java 1.5)
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Disposition"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "form-data; name="app_key""
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "text/plain; charset=US-ASCII"
2012-06-20 13:38:58,088 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Transfer-Encoding"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "8bit"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "d6c7530ce4dc64ecbff535e521a241e3"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Disposition"
2012-06-20 13:38:58,089 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "form-data; name="receipt""
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "text/plain; charset=US-ASCII"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Transfer-Encoding"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "8bit"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,090 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "{"signature":"f5dcbefaa733d43164c2bc81e31dca080f05b788","content":"reward_gold","quantity":"4","transaction_id":"4fe0d1828fbab2185e000267"}"
2012-06-20 13:38:58,091 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,091 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,091 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "CIrwVlU_l4mjXgI6tffN5cD1JhEO0RP_H7LzB4"
2012-06-20 13:38:58,091 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:38:58,091 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:38:58,211 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 40
2012-06-20 13:38:58,212 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@2e893a4a
2012-06-20 13:38:58,212 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:38:58,212 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:38:58,212 | INFO  |  |  | EventWriter0 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@3351e824
2012-06-20 13:38:58,212 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController13 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@2e893a4a, took ~0.0 seconds
2012-06-20 13:38:58,212 | INFO  |  |  | EventWriter0 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@3351e824
2012-06-20 13:38:58,276 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "HTTP/1.1 200 OK[\r][\n]"
2012-06-20 13:38:58,276 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Date: Wed, 20 Jun 2012 20:36:43 GMT[\r][\n]"
2012-06-20 13:38:58,276 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Server: Kiip/1.61803398874[\r][\n]"
2012-06-20 13:38:58,276 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Content-Length: 126[\r][\n]"
2012-06-20 13:38:58,276 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "X-Git-SHA: 4fa4a3b79787d76baec843667ba49bd67d3dde6d[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Content-Type: text/html; charset=UTF-8[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Via: 1.1 api.kiip.me[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Vary: Accept-Encoding[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Keep-Alive: timeout=5, max=100[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "Connection: Keep-Alive[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - << "[\r][\n]"
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Receiving response: HTTP/1.1 200 OK
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << HTTP/1.1 200 OK
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Date: Wed, 20 Jun 2012 20:36:43 GMT
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Server: Kiip/1.61803398874
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Content-Length: 126
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << X-Git-SHA: 4fa4a3b79787d76baec843667ba49bd67d3dde6d
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Content-Type: text/html; charset=UTF-8
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Via: 1.1 api.kiip.me
2012-06-20 13:38:58,277 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - << Vary: Accept-Encoding
